Manufacturer 1,Manufacturer 2,Manufacturer 3,Manufacturer 4,Manufacturer 5,y_true,reader_score
0.27,0.3474800000000001,0.144894,0.1322,0.13,0,1
0.96,0.9998200000000002,0.657814,0.9605,0.92,1,0
0.92,0.99994,0.810658,0.9784,0.9,0,1
0.14,0.56002,0.284408,0.3599,0.14,0,0
0.98,0.99986,0.5937870000000001,0.9742,0.93,1,1
0.86,0.99779,0.820818,0.4651,0.55,0,1
0.15,0.04323,0.3246309999999999,0.3569,0.08,0,0
0.01,0.02436,0.093493,0.0115,0.02,0,0
0.84,0.99962,0.367741,0.5383,0.76,0,1
0.19,0.9997,0.141204,0.2734,0.3,0,1
0.02,0.63432,0.163776,0.1304,0.1,0,0
0.9,0.97334,0.3175719999999999,0.2529,0.44,0,1
0.03,0.39001,0.151532,0.0035,0.04,0,0
0.94,0.99956,0.83249,0.958,0.83,1,1
0.96,0.99937,0.6866070000000001,0.8629000000000001,0.9,0,1
0.75,0.99415,0.54161,0.6858,0.64,0,1
0.99,0.99902,0.4641340000000001,0.9771,0.86,0,1
0.01,0.0606,0.0895186,0.0083,0.02,0,0
0.1,0.36622,0.141055,0.1089,0.03,0,0
0.82,0.9989,0.566756,0.6446999999999999,0.87,0,1
0.01,0.16344,0.160209,0.0029,0.04,0,0
0.86,0.99916,0.510411,0.6789000000000001,0.61,0,1
0.01,0.04156,0.107796,0.0145,0.02,0,0
0.07,0.92085,0.421333,0.2104,0.15,0,0
0.12,0.0874,0.111469,0.0342,0.11,0,0
0.62,0.98632,0.491208,0.2409,0.11,0,0
0.01,0.05165,0.123826,0.0113,0.06,0,0
0.14,0.71522,0.316227,0.0341,0.22,0,0
0.26,0.8783700000000001,0.133368,0.1164,0.35,0,1
0.03,0.01897,0.128117,0.0174,0.02,0,0
0.72,0.99866,0.517251,0.5456,0.34,0,1
0.01,0.05732,0.198936,0.0133,0.01,0,0
0.93,0.99961,0.4983069999999999,0.327,0.77,0,1
0.02,0.00611,0.0776952,0.0125,0.02,0,0
0.38,0.8728600000000001,0.6551899999999999,0.4176,0.39,0,0
0.95,0.99997,0.8911140000000001,0.9177,0.54,0,1
0.03,0.12001,0.0818703,0.0198,0.01,0,0
0.06,0.68089,0.193295,0.0624,0.09,0,0
0.36,0.72435,0.0989538999999999,0.084,0.06,0,0
0.82,0.94815,0.606603,0.506,0.68,0,1
0.8,0.99991,0.6372260000000001,0.8962,0.76,0,1
0.9,0.99968,0.7469129999999999,0.805,0.92,1,1
0.88,0.99724,0.6806740000000001,0.9914,0.91,1,1
0.01,0.03357,0.125473,0.0357,0.02,0,0
0.12,0.6912,0.119959,0.0066,0.19,0,0
0.0,0.0283,0.123068,0.0092,0.02,0,0
0.02,0.151,0.111465,0.0098,0.02,0,0
0.71,0.9897399999999998,0.7212510000000001,0.6687000000000001,0.15,0,1
0.95,0.99551,0.737119,0.8043,0.59,0,1
0.88,0.99992,0.742053,0.9787,0.79,1,1
0.02,0.13842,0.2056739999999999,0.0134,0.05,0,0
0.05,0.0866099999999999,0.104581,0.0083,0.02,0,1
0.01,0.01663,0.106143,0.0027,0.01,0,0
0.51,0.31303,0.186675,0.1917,0.36,1,0
0.49,0.99869,0.5271399999999999,0.9894,0.9,0,1
0.02,0.01329,0.124231,0.022,0.02,0,0
0.97,0.99984,0.681801,0.9978,0.95,1,1
0.01,0.14511,0.1273,0.0509,0.07,0,0
0.02,0.00792,0.168957,0.0331,0.01,0,0
0.02,0.00577,0.0728968999999999,0.0056999999999999,0.01,0,0
0.01,0.0856,0.117173,0.0181,0.02,0,0
0.08,0.12007,0.1497099999999999,0.0342,0.01,0,0
0.02,0.0087,0.1043089999999999,0.009,0.02,0,0
0.13,0.8654200000000001,0.472699,0.1891,0.17,0,0
0.02,0.01471,0.125214,0.0183,0.02,0,0
0.01,0.07119,0.124211,0.0081999999999999,0.02,0,0
0.03,0.03915,0.102447,0.0681,0.06,0,0
0.01,0.05294,0.147081,0.0252,0.02,0,0
0.83,0.99829,0.6950379999999999,0.2395,0.68,0,1
0.92,0.99995,0.866851,0.9986,0.89,0,1
0.01,0.05093,0.125479,0.0252,0.02,0,0
0.96,0.98248,0.6182380000000001,0.9873,0.92,0,1
0.05,0.0069599999999999,0.116621,0.0027,0.02,0,0
0.02,0.00878,0.104993,0.0062,0.03,0,0
0.63,0.6122299999999999,0.280933,0.0095,0.3,0,0
0.01,0.00835,0.0798878999999999,0.0415,0.02,0,0
0.01,0.38004,0.1072829999999999,0.019,0.02,0,0
0.01,0.0545799999999999,0.1419139999999999,0.0521,0.02,0,0
0.99,1.0,0.931341,0.9935,0.95,1,1
0.9,0.99853,0.6735080000000001,0.9238,0.68,1,1
0.96,0.99418,0.777818,0.9645,0.86,0,1
0.02,0.29771,0.20822,0.0289,0.03,0,0
0.93,0.99996,0.69,0.9245,0.9,1,1
0.8,0.99877,0.578307,0.4058,0.82,0,1
0.02,0.00582,0.089171,0.0075,0.02,0,0
0.01,0.03173,0.116623,0.0117,0.05,0,0
0.01,0.08472,0.0852925,0.0406,0.01,0,0
0.99,1.0,0.8848010000000001,0.9975,0.95,1,1
0.03,0.23296,0.259945,0.0453,0.02,0,0
0.94,0.9893,0.8376299999999999,0.9935,0.92,1,1
0.01,0.0136099999999999,0.1221859999999999,0.0147,0.01,0,0
0.02,0.1049,0.136409,0.0751,0.08,0,0
0.96,0.99998,0.761396,0.9977,0.88,1,1
0.94,0.9998,0.694689,0.8218000000000001,0.71,0,1
0.82,0.99971,0.653565,0.5797,0.86,1,1
0.03,0.05784,0.101669,0.0326,0.04,0,0
0.03,0.07522,0.127881,0.1063,0.14,0,0
0.6,0.8518000000000001,0.326784,0.9356,0.81,0,0
0.06,0.0062,0.1505969999999999,0.0076,0.03,0,0
0.89,0.99989,0.7475189999999999,0.5861,0.88,0,1
0.7,0.59706,0.577918,0.9908,0.9,1,0
0.95,0.99539,0.417184,0.7741,0.85,1,1
0.95,0.99996,0.8194389999999999,0.9936,0.94,1,1
0.05,0.24898,0.108715,0.0715,0.03,0,0
0.05,0.00657,0.120875,0.019,0.02,0,0
0.99,0.99996,0.878141,0.9957,0.92,1,1
0.81,0.99519,0.7452549999999999,0.3634000000000001,0.76,0,1
0.82,0.99983,0.486609,0.9431,0.92,1,1
0.02,0.54161,0.173005,0.0409,0.14,0,0
0.52,0.12484,0.146716,0.1642,0.12,0,0
0.99,0.99918,0.7694840000000001,0.7825,0.7,0,1
0.76,0.7287,0.190039,0.9143,0.67,1,0
0.02,0.00821,0.0925513,0.0131,0.04,0,0
0.79,0.95272,0.532987,0.86,0.88,0,1
0.01,0.01946,0.185647,0.0078,0.04,0,0
0.47,0.98289,0.347348,0.2832,0.28,1,1
0.03,0.05218,0.178821,0.0113,0.02,0,0
0.71,0.94917,0.5175500000000001,0.5015999999999999,0.83,1,1
0.01,0.32194,0.148859,0.0177,0.02,0,0
0.8,0.98654,0.489845,0.8641,0.72,0,1
0.02,0.45326,0.244494,0.0782,0.06,0,0
0.92,0.9983,0.6084700000000001,0.7604000000000001,0.54,0,1
0.01,0.02217,0.108466,0.0504,0.01,0,0
0.89,0.99999,0.763393,0.8793000000000001,0.89,0,1
0.46,0.8835999999999999,0.250109,0.0791,0.76,0,1
0.01,0.1793,0.101529,0.0143,0.03,0,0
0.65,0.95825,0.596167,0.6529,0.81,0,1
0.92,0.9942299999999998,0.793241,0.9574,0.85,1,1
0.8,0.9998200000000002,0.7511969999999999,0.9424,0.8,0,1
0.02,0.04975,0.166326,0.0903,0.02,0,0
0.96,0.99988,0.7903570000000001,0.8043,0.79,0,1
0.04,0.01037,0.137377,0.0023,0.06,0,0
0.62,0.99944,0.7611220000000001,0.3905,0.56,0,1
0.02,0.02356,0.144683,0.0021,0.01,0,0
0.01,0.08954,0.155613,0.0062,0.04,0,0
0.02,0.00678,0.0867022,0.0216,0.02,0,0
0.92,0.99978,0.8441670000000001,0.7004,0.59,0,1
0.84,0.99992,0.8194070000000001,0.8123999999999999,0.69,0,1
0.73,0.99149,0.728546,0.4713000000000001,0.51,0,1
0.82,0.99972,0.826033,0.9515,0.91,1,0
0.1,0.98595,0.10344,0.3372,0.05,0,0
0.03,0.39837,0.314616,0.0286,0.07,0,0
0.99,0.50052,0.202007,0.128,0.07,0,0
0.04,0.00504,0.0874228,0.0101,0.02,0,0
0.17,0.98811,0.0818613999999999,0.4285,0.1,0,1
0.03,0.17223,0.306664,0.0123,0.02,0,0
0.03,0.31283,0.134398,0.0023,0.04,0,0
0.46,0.66523,0.217678,0.1257,0.47,0,0
0.59,0.95746,0.397478,0.0901,0.12,0,1
0.67,0.99549,0.6454380000000001,0.2693,0.56,0,1
0.49,0.91959,0.221921,0.2487,0.5,0,1
0.01,0.07947,0.121692,0.004,0.02,0,0
0.83,0.99957,0.7632819999999999,0.6406999999999999,0.58,0,1
0.01,0.01439,0.124595,0.0049,0.02,0,0
0.8,0.99096,0.348825,0.7101000000000001,0.81,1,1
0.07,0.46817,0.438802,0.2173,0.38,0,0
0.76,0.4047,0.208785,0.2529,0.04,0,0
0.95,0.99988,0.709866,0.9931,0.87,1,1
0.22,0.97748,0.135853,0.0474,0.5,0,1
0.84,0.99973,0.749758,0.784,0.82,0,1
0.01,0.02041,0.266229,0.0287,0.03,0,0
0.55,0.99653,0.5249550000000001,0.7334,0.25,0,0
0.01,0.00879,0.0888075,0.0059,0.02,0,0
0.01,0.00765,0.27984,0.0345,0.02,0,0
0.98,0.99989,0.80774,0.9938,0.94,1,1
0.46,0.99031,0.58162,0.6723,0.85,0,1
0.98,0.9964299999999998,0.21691,0.9502,0.83,1,1
0.84,0.99714,0.814747,0.7553,0.82,0,1
0.85,0.03481,0.117289,0.117,0.14,0,0
0.53,0.98221,0.319094,0.3858,0.57,0,0
0.91,0.99939,0.590575,0.6487999999999999,0.84,0,1
0.94,0.99853,0.5927830000000001,0.9419,0.89,0,1
0.02,0.0148199999999999,0.0828416,0.0093,0.01,0,0
0.62,0.97412,0.4362029999999999,0.7603,0.84,0,1
0.94,0.99497,0.601118,0.9592,0.86,1,1
0.05,0.2935199999999999,0.210779,0.2869,0.04,0,0
0.85,0.99804,0.7363350000000001,0.4246,0.68,0,1
0.02,0.0099099999999999,0.132464,0.0028,0.1,0,0
0.92,0.17637,0.42662,0.005,0.21,0,0
0.8,0.99325,0.56148,0.8740000000000001,0.88,0,0
0.9,0.99994,0.7045140000000001,0.9723,0.72,0,1
0.04,0.98856,0.6333829999999999,0.5663,0.35,0,1
0.11,0.91056,0.194474,0.0335,0.25,0,1
0.47,0.68977,0.370223,0.0538,0.06,0,0
0.51,0.96183,0.6874600000000001,0.2896,0.65,0,0
0.78,0.99541,0.531245,0.5440999999999999,0.72,0,1
0.04,0.99999,0.7797339999999999,0.9952,0.88,0,0
0.84,0.99698,0.6405759999999999,0.8578,0.85,0,0
0.24,0.4389,0.151952,0.3805,0.22,0,1
0.79,0.8955799999999999,0.471255,0.5185,0.47,0,1
0.13,0.98829,0.274342,0.4153,0.48,0,1
0.93,0.99999,0.8363959999999999,0.9327,0.94,0,1
0.83,0.99959,0.7692640000000001,0.9669,0.85,0,1
0.02,0.06009,0.0969642,0.0117,0.01,0,0
0.03,0.00992,0.0967918,0.0953999999999999,0.02,0,0
0.05,0.02998,0.103417,0.0046999999999999,0.02,0,0
0.01,0.09902,0.0796885,0.01,0.02,0,0
0.01,0.0888,0.160941,0.0088,0.04,0,0
0.66,0.98475,0.390258,0.4757,0.36,0,1
0.79,0.99667,0.8432,0.9763,0.87,1,0
0.14,0.03375,0.0792765,0.0138,0.46,1,0
0.7,0.99412,0.516984,0.9439,0.92,1,0
0.01,0.06741,0.188549,0.0129,0.03,0,0
0.88,0.99749,0.623622,0.9305,0.78,0,1
0.01,0.14247,0.10784,0.0163999999999999,0.02,0,0
0.91,0.99918,0.736029,0.7964,0.78,1,1
0.98,0.99999,0.8617900000000001,0.9967,0.95,1,1
0.0,0.0060599999999999,0.131995,0.0247,0.03,0,0
0.95,0.99974,0.8585639999999999,0.9751,0.87,1,1
0.99,0.99999,0.933406,0.9978,0.96,1,1
0.03,0.03037,0.138251,0.0217,0.02,0,0
0.01,0.00611,0.135801,0.0124,0.02,0,0
0.94,0.99996,0.725527,0.9451,0.92,0,1
0.03,0.99995,0.7643380000000001,0.8909,0.81,0,1
0.04,0.91475,0.179079,0.0897,0.13,0,1
0.87,0.99439,0.762884,0.3539,0.68,0,1
0.03,0.3061,0.239488,0.0332,0.03,0,0
0.02,0.37863,0.1095849999999999,0.0031,0.02,1,0
0.15,0.96055,0.221567,0.5982999999999999,0.25,0,0
0.05,0.5346,0.149078,0.0294,0.03,0,0
0.81,0.66105,0.237553,0.0791,0.1,0,0
0.8,0.99627,0.408103,0.473,0.65,0,1
0.01,0.0469399999999999,0.174315,0.0108,0.01,0,0
0.02,0.019,0.107475,0.0015,0.02,0,0
0.89,0.99962,0.7244619999999999,0.7895,0.45,0,1
0.01,0.02888,0.1723029999999999,0.0138,0.02,0,0
0.97,0.99999,0.852402,0.9735,0.9,1,1
0.92,0.99941,0.7320749999999999,0.9152,0.91,0,1
0.36,0.77915,0.315851,0.1666,0.12,0,0
0.42,0.99283,0.301063,0.338,0.48,0,1
0.05,0.69593,0.168039,0.0093,0.03,0,1
0.02,0.01768,0.0677059,0.0122,0.04,0,0
0.97,0.99993,0.7894289999999999,0.9683,0.93,0,1
0.01,0.0832099999999999,0.105742,0.0184,0.02,0,0
0.93,0.99979,0.655899,0.4452,0.86,1,1
0.89,0.9999,0.503418,0.4181,0.84,0,1
0.01,0.17472,0.116888,0.0118,0.03,0,0
0.09,0.6049899999999999,0.155783,0.2827,0.03,0,0
0.95,0.9991,0.629694,0.9867,0.94,1,1
0.05,0.0615,0.1722149999999999,0.1366,0.1,0,0
0.89,0.99927,0.713446,0.4503,0.71,0,1
0.02,0.03305,0.11078,0.0016,0.02,0,0
0.06,0.90587,0.58463,0.0342,0.13,0,0
0.04,0.24671,0.240885,0.0834999999999999,0.06,0,0
0.04,0.6524500000000001,0.110494,0.042,0.02,0,0
0.02,0.05019,0.145209,0.0395,0.02,0,0
0.81,0.9996,0.5609390000000001,0.5631,0.84,0,1
0.71,0.99561,0.717011,0.5807,0.36,1,1
0.98,0.99996,0.8881619999999999,0.9973,0.95,1,1
0.05,0.02942,0.0717051,0.009,0.13,1,0
0.92,0.99925,0.677258,0.7673000000000001,0.87,0,0
0.09,0.5776399999999999,0.168852,0.3282,0.28,0,0
0.01,0.14642,0.116766,0.2045,0.02,0,0
0.86,0.99887,0.7101139999999999,0.7043,0.76,0,1
0.01,0.06569,0.14343,0.008,0.02,0,0
0.87,0.993,0.630083,0.4576,0.67,0,1
0.01,0.10166,0.243492,0.0571,0.01,0,0
0.06,0.4738699999999999,0.4368579999999999,0.1588,0.19,0,0
0.82,0.99804,0.51852,0.5522,0.92,0,1
0.04,0.9999,0.8845000000000001,0.999,0.95,1,1
0.04,0.10373,0.102739,0.4074,0.02,0,0
0.8,0.99996,0.5496909999999999,0.5676,0.89,0,1
0.98,0.99992,0.903817,0.9822,0.96,1,1
0.41,0.7504000000000001,0.218043,0.3439,0.54,0,1
0.62,0.97327,0.27166,0.5851,0.45,0,1
0.02,0.31018,0.122199,0.1299,0.02,0,0
0.15,0.0745,0.451775,0.0211,0.34,0,0
0.0,0.0141,0.191668,0.0206,0.01,0,0
0.02,0.57445,0.366699,0.1204,0.03,0,0
0.06,0.1446599999999999,0.272709,0.0214,0.03,0,0
0.85,0.99978,0.762433,0.381,0.53,0,1
0.25,0.72148,0.396323,0.0252,0.14,0,0
0.07,0.1421599999999999,0.105655,0.0906,0.04,0,1
0.68,0.99881,0.714061,0.6008,0.72,0,1
0.97,0.99988,0.8334729999999999,0.8808,0.82,1,1
0.95,0.99986,0.772073,0.9822,0.92,1,1
0.42,0.9961,0.5178149999999999,0.4913,0.66,0,1
0.56,0.05968,0.141727,0.0842,0.1,0,0
0.93,0.99942,0.770094,0.9568,0.92,1,0
0.01,0.01845,0.199736,0.2136,0.03,0,0
0.92,0.9995,0.629188,0.4743,0.9,0,1
0.02,0.01112,0.186741,0.0108,0.03,0,0
0.98,0.99995,0.7033400000000001,0.9929,0.85,0,1
0.01,0.04552,0.138627,0.0045,0.02,0,0
0.03,0.0272199999999999,0.1040339999999999,0.0716,0.05,0,0
0.88,0.99877,0.61993,0.8108,0.7,0,1
0.05,0.39589,0.085602,0.0498,0.02,1,1
0.65,0.97783,0.216018,0.9608,0.37,0,1
0.39,0.98972,0.694503,0.4126,0.41,0,1
0.93,0.13301,0.509411,0.9603,0.38,0,1
0.48,0.97845,0.365311,0.7234,0.7,0,1
0.2,0.27601,0.1057309999999999,0.0398,0.06,0,0
0.87,0.98907,0.357541,0.0925,0.48,1,1
0.95,0.99942,0.7102970000000001,0.1416,0.32,0,1
0.08,0.02619,0.0921236,0.0033,0.02,0,0
0.0,0.01208,0.0895835,0.0285,0.02,0,0
0.48,0.97038,0.445603,0.0201,0.29,0,1
0.79,0.99985,0.62898,0.8155,0.78,0,1
0.1,0.11163,0.141424,0.0013,0.02,0,0
0.01,0.09004,0.115216,0.0868,0.01,0,0
0.02,0.0062299999999999,0.11789,0.0069,0.03,0,0
0.91,0.9817,0.247282,0.7312000000000001,0.56,1,1
0.44,0.7487600000000001,0.247831,0.0547,0.04,0,1
0.01,0.71933,0.1529869999999999,0.0183,0.07,0,0
0.01,0.01998,0.105155,0.0327,0.02,0,0
0.66,0.99438,0.7721439999999999,0.4744,0.74,0,1
0.01,0.01952,0.116968,0.0006,0.01,0,0
0.04,0.00814,0.0798873,0.0069999999999999,0.01,0,0
0.97,0.99974,0.691409,0.9956,0.94,1,1
0.08,0.2878699999999999,0.251391,0.0794,0.03,0,0
0.94,0.99986,0.765192,0.9242,0.95,0,1
0.1,0.91468,0.166029,0.0417,0.1,0,0
0.95,0.99996,0.823241,0.9703,0.93,1,1
0.8,0.92517,0.1774289999999999,0.8355,0.51,0,1
0.44,0.46478,0.19873,0.0013,0.05,0,0
0.01,0.00882,0.0551381999999999,0.0046,0.03,0,0
0.95,0.99954,0.8894129999999999,0.9811,0.89,1,1
0.07,0.68877,0.238393,0.2491,0.07,0,0
0.04,0.80404,0.175484,0.0279,0.1,0,0
0.89,0.97361,0.5653929999999999,0.2924,0.69,1,1
0.01,0.25976,0.230753,0.1553999999999999,0.02,0,0
0.07,0.8670299999999999,0.19871,0.1717,0.26,0,1
0.18,0.08447,0.196776,0.6413,0.44,0,1
0.64,0.96993,0.495438,0.9864,0.86,0,1
0.96,0.99996,0.801726,0.9844,0.95,1,1
0.66,0.99986,0.7592869999999999,0.6856,0.82,0,1
0.51,0.09461,0.13174,0.5827,0.14,1,1
0.91,0.9931,0.435916,0.9895,0.77,1,1
0.0,0.01778,0.192636,0.0745,0.09,0,0
0.76,0.99176,0.249982,0.8521,0.56,0,1
0.02,0.30325,0.144502,0.0032,0.02,0,0
0.73,0.98209,0.674024,0.7151000000000001,0.44,0,1
0.31,0.68983,0.196754,0.1249,0.19,0,0
0.77,0.5183,0.179769,0.5869,0.42,0,1
0.02,0.24225,0.159854,0.0112,0.03,0,0
0.8,0.99917,0.500473,0.2624,0.58,0,1
0.92,0.99985,0.7627280000000001,0.7818,0.88,0,1
0.42,0.97688,0.25096,0.4018,0.36,0,1
0.02,0.19905,0.1728569999999999,0.0161,0.03,0,0
0.06,0.78806,0.190505,0.0217,0.1,0,0
0.01,0.27697,0.133011,0.071,0.08,0,0
0.22,0.2935,0.204934,0.0111,0.05,0,0
0.96,0.99999,0.8176690000000001,0.9872,0.92,1,1
0.03,0.05002,0.18832,0.0492,0.08,0,0
0.91,0.92745,0.343744,0.8079999999999999,0.73,0,1
0.12,0.648,0.421827,0.017,0.12,0,0
0.01,0.0577,0.154894,0.0247,0.03,0,0
0.49,0.5227499999999999,0.183813,0.2391,0.15,0,0
0.01,0.0150699999999999,0.121416,0.0326,0.02,0,0
0.96,0.9997,0.8831399999999999,0.6613,0.68,0,1
0.02,0.00831,0.113872,0.0033,0.02,0,0
0.01,0.14743,0.123819,0.0065,0.09,0,0
0.92,0.99453,0.342099,0.9321,0.83,0,1
0.0,0.00459,0.169845,0.0037,0.02,0,0
0.01,0.00975,0.223937,0.0189,0.02,0,0
0.95,0.99897,0.7695270000000001,0.8393,0.79,0,1
0.03,0.03571,0.194437,0.0262,0.03,0,0
0.0,0.02775,0.086811,0.0166,0.01,0,0
0.83,0.9942,0.395554,0.3129,0.47,0,1
0.01,0.00894,0.0780628999999999,0.0127,0.05,0,0
0.02,0.99483,0.532429,0.8708,0.79,0,1
0.02,0.00633,0.0812601,0.0016,0.03,0,0
0.96,0.99988,0.7628889999999999,0.9418,0.86,0,1
0.24,0.9836,0.424927,0.2483,0.84,0,1
0.99,0.99999,0.935469,0.9963,0.96,1,1
0.82,0.93344,0.382841,0.4213,0.73,0,0
0.83,0.99549,0.645362,0.8317,0.49,0,1
0.8,0.99291,0.609429,0.4838,0.56,0,1
0.03,0.03404,0.1236369999999999,0.0375,0.04,0,0
0.02,0.01055,0.091964,0.0042,0.02,0,0
0.01,0.28729,0.1024599999999999,0.0029,0.02,0,0
0.96,0.99951,0.674914,0.9948,0.91,1,1
0.01,0.00774,0.189826,0.0008,0.02,0,0
0.02,0.11479,0.192602,0.1027,0.02,0,0
0.95,0.99992,0.645839,0.7398,0.9,0,1
0.02,0.02251,0.112727,0.0025,0.01,0,0
0.01,0.21075,0.154579,0.0134,0.04,0,0
0.14,0.62839,0.311255,0.0693,0.46,0,0
0.96,0.85693,0.382517,0.9649,0.91,1,0
0.78,0.17569,0.144016,0.0102,0.1,0,0
0.94,0.99944,0.8439559999999999,0.8767,0.82,0,1
0.02,0.6202799999999999,0.218404,0.0105,0.02,0,0
0.85,0.99834,0.4605550000000001,0.9616,0.91,1,1
0.95,0.99988,0.755898,0.9095,0.93,1,1
0.01,0.03606,0.0842426,0.0286,0.01,0,0
0.53,0.46506,0.228672,0.0117,0.05,0,0
0.42,0.96861,0.46545,0.0645,0.15,0,0
0.01,0.00573,0.0981812,0.0957,0.01,0,0
0.09,0.95198,0.6586850000000001,0.1006,0.09,0,0
0.92,0.99008,0.471275,0.9874,0.94,1,1
0.87,0.99949,0.722504,0.9675,0.87,0,1
0.48,0.7069,0.132689,0.2021,0.18,0,0
0.01,0.00494,0.0648801,0.0051,0.02,0,0
0.66,0.99427,0.5098769999999999,0.7363,0.83,1,1
0.99,0.99996,0.915029,0.9971,0.96,1,1
0.21,0.87418,0.458988,0.3201,0.42,0,1
0.84,0.99935,0.6633479999999999,0.7221,0.67,0,1
0.95,0.99978,0.733556,0.9879,0.86,0,1
0.02,0.0054899999999999,0.141501,0.0266,0.01,0,0
0.96,0.99999,0.70155,0.9899,0.93,1,1
0.01,0.27572,0.238612,0.003,0.02,0,0
0.35,0.95583,0.654226,0.2,0.35,0,0
0.05,0.7871100000000001,0.27468,0.0058,0.06,0,0
0.95,0.99988,0.926962,0.9974,0.9,1,1
0.8,0.9992299999999998,0.6995859999999999,0.2514,0.7,0,1
0.87,0.99946,0.7127819999999999,0.9388,0.82,0,1
0.06,0.9661,0.3260679999999999,0.0851,0.04,0,0
0.03,0.4709399999999999,0.20253,0.0109,0.02,0,0
0.03,0.0271399999999999,0.100115,0.0199,0.02,0,0
0.98,0.99999,0.917822,0.9632,0.9,1,1
0.07,0.98898,0.614166,0.5376,0.4,0,0
0.01,0.0074099999999999,0.0682046,0.0103,0.02,0,0
0.01,0.02219,0.184848,0.0024,0.02,0,0
0.89,0.99717,0.638004,0.989,0.8,0,1
0.02,0.03299,0.2530739999999999,0.0125,0.03,0,0
0.05,0.01466,0.124364,0.0109,0.03,0,0
0.97,1.0,0.8311129999999999,0.9696,0.95,1,1
0.0,0.00728,0.0749723,0.0102,0.03,0,0
0.01,0.29928,0.2198909999999999,0.0234,0.02,0,0
0.01,0.03006,0.1103339999999999,0.0084,0.02,0,0
0.07,0.26628,0.1219809999999999,0.04,0.02,0,0
0.15,0.98171,0.657972,0.2781,0.25,0,1
0.01,0.21698,0.218156,0.0395,0.03,0,0
0.02,0.9605,0.469551,0.1783,0.47,0,0
0.76,0.9976,0.634433,0.7019,0.75,0,1
0.21,0.97629,0.448717,0.7633,0.31,0,1
0.93,0.99921,0.8611570000000001,0.914,0.85,0,1
0.99,0.99997,0.895907,0.9923,0.95,1,1
0.02,0.09692,0.102903,0.0051,0.12,0,0
0.28,0.99598,0.279692,0.0965,0.67,0,0
0.63,0.8123,0.633051,0.4236,0.76,0,0
0.02,0.2828699999999999,0.188876,0.0263,0.02,0,0
0.06,0.00707,0.0711143,0.041,0.01,0,0
0.02,0.01132,0.1765739999999999,0.0189,0.06,0,0
0.4,0.98135,0.453977,0.1571,0.22,0,0
0.82,0.97899,0.445525,0.7642,0.89,0,0
0.91,0.99604,0.723905,0.7348,0.57,0,1
0.96,0.9983,0.749496,0.9732,0.95,1,1
0.02,0.09364,0.0976717,0.0103,0.11,0,0
0.02,0.6920100000000001,0.163703,0.0593,0.12,0,0
0.02,0.21245,0.1368869999999999,0.0062,0.05,0,0
0.01,0.00956,0.12104,0.0085,0.01,0,0
0.02,0.0577,0.104282,0.0187,0.02,0,0
0.01,0.0134199999999999,0.0801474,0.0104,0.04,0,0
0.52,0.99731,0.575939,0.0901,0.47,0,1
0.95,0.99891,0.5480550000000001,0.9924,0.91,1,1
0.01,0.4214500000000001,0.135848,0.0097,0.03,0,0
0.96,0.99517,0.71113,0.4747,0.64,0,1
0.83,0.99985,0.645749,0.614,0.84,0,1
0.55,0.03261,0.120055,0.0074,0.02,0,0
0.98,0.99983,0.8820790000000001,0.8885,0.51,0,1
0.05,0.4149100000000001,0.300311,0.0168,0.06,0,0
0.9,0.9967200000000002,0.448567,0.8748999999999999,0.71,0,1
0.07,0.8479099999999999,0.292049,0.0166,0.15,0,0
0.98,0.99979,0.8741329999999999,0.9717,0.95,1,1
0.98,1.0,0.7288600000000001,0.9916,0.95,1,1
0.02,0.01602,0.0855252,0.0473,0.01,0,0
0.91,0.99947,0.867764,0.8963,0.86,0,1
0.87,0.99965,0.588492,0.8671,0.74,0,1
0.61,0.99469,0.673339,0.0979,0.26,0,0
0.62,0.97291,0.525868,0.2482,0.5,0,1
0.96,0.9999,0.8715510000000001,0.9631,0.93,1,1
0.03,0.8427899999999999,0.188932,0.1757999999999999,0.12,0,0
0.04,0.04693,0.132527,0.0053,0.05,0,0
0.48,0.96239,0.559539,0.1024,0.47,0,1
0.77,0.99522,0.497834,0.5937,0.44,0,1
0.91,0.99947,0.634359,0.6557999999999999,0.76,0,0
0.93,0.99997,0.769301,0.6648999999999999,0.84,0,1
0.57,0.95693,0.303692,0.7128,0.8,0,1
0.19,0.12909,0.0996674,0.0573,0.03,0,0
0.01,0.1002799999999999,0.1666,0.0351,0.05,0,0
0.19,0.73054,0.201964,0.0507,0.1,0,0
0.02,0.0519,0.105984,0.0095,0.04,0,0
0.05,0.04822,0.142249,0.0283,0.03,0,0
0.89,0.99863,0.758682,0.7558,0.83,0,1
0.82,0.99045,0.71627,0.2793,0.29,0,1
0.01,0.1676599999999999,0.18135,0.0094,0.02,0,0
0.01,0.11752,0.120653,0.0085,0.02,0,0
0.01,0.05026,0.143241,0.0643,0.02,0,0
0.77,0.99815,0.6775680000000001,0.7897,0.67,1,1
0.03,0.81848,0.213653,0.0918,0.18,0,0
0.82,0.9999,0.6869069999999999,0.6781999999999999,0.91,0,1
0.07,0.12743,0.189699,0.151,0.03,0,0
0.81,0.99804,0.444693,0.9947,0.88,0,1
0.98,0.99993,0.801164,0.9907,0.95,0,1
0.08,0.01672,0.0948132,0.0022,0.04,0,0
0.53,0.76405,0.199851,0.6535,0.57,1,0
